"Ключевые фразы",Топонимы,"Специальные элементы в выдаче","Количество слов в ключевике",Язык,Сложность,Позиция,"Динамика изменения позиции",Частотность,Трафик,Стоимость,"Конкуренция в PPC, %",Результатов,URL
"kenntnisse fähigkeiten",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs",2,de,25,13,0,40,0,0,5,40300000,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"lebenslauf muster online",,"pic,also_asks,related_search,snip_breadcrumbs",3,de,45,13,0,30,0,0.88146,60,8550000,https://www.onlinelebenslauf.com/
"motivationsschreiben deutsch",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs",2,de,35,13,,30,0,0,8,131,https://www.onlinelebenslauf.com/motivationsschreiben/
"lebenslauf berufserfahrung muster",,"related_search,also_asks,pic,snip_breadcrumbs",3,de,11,13,0,30,0,28.93739,92,90,https://www.onlinelebenslauf.com/beruflicher-werdegang-im-lebenslauf/
"lebenslauf für bogy",,"pic,related_search,snip_breadcrumbs",3,de,N/A,13,0,30,0,10.171388,43,90,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"lebenslauf über handy schreiben",,"video,ai_overview,related_search,also_asks,snip_breadcrumbs",4,de,9,13,-7,30,0,46.320638,72,129,https://www.onlinelebenslauf.com/
"europass cv download word",,"also_asks,pic,video,related_search,snip_breadcrumbs",4,en,N/A,13,0,30,0,0.521044,25,80,https://www.onlinelebenslauf.com/europass-cv/
"studentenjob anschreiben",,"also_asks,pic,related_search,snip_breadcrumbs",2,de,10,13,0,30,0,0.244245,19,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf vorlage online ausfüllen kostenlos",,"related_search,ai_overview,snip_breadcrumbs",5,de,N/A,13,0,20,0,35.611392,94,1340000,https://www.onlinelebenslauf.com/
"beruflicher werdegang karriere",,"related_search,also_asks,ai_overview,snip_breadcrumbs",3,de,9,13,0,20,0,50.513734,13,2360000,https://www.onlinelebenslauf.com/beruflicher-werdegang-im-lebenslauf/
"bewerbung minijob einzelhandel vorlage",,"related_search,pic,also_asks,snip_breadcrumbs",4,de,18,13,0,20,0,0.368049,17,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf vorlage ferienjob",,"also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,de,16,13,0,20,0,0.295216,37,90,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"motivationsschreiben modern",,"also_asks,pic,related_search,snip_breadcrumbs",2,de,17,13,0,20,0,0,1,90,https://www.onlinelebenslauf.com/motivationsschreiben/
"vorlage motivationsschreiben job",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs",3,de,32,13,0,20,0,0,13,283000,https://www.onlinelebenslauf.com/motivationsschreiben/
"cv englisch vorlage schüler",,"pic,related_search,also_asks,snip_breadcrumbs",4,de,45,13,0,20,0,0,8,90,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"cv erstellen englisch",,"also_asks,related_search,snip_breadcrumbs",3,de,36,13,0,20,0,2.73,75,100,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"mustervorlage motivationsschreiben",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs",2,de,32,13,0,20,0,0,10,391000,https://www.onlinelebenslauf.com/motivationsschreiben/
"ein lebenslauf erstellen",,"related_search,also_asks,pic,snip_breadcrumbs",3,de,N/A,13,0,20,0,1.408864,75,90,https://www.onlinelebenslauf.com/
"lebenslauf besondere fähigkeiten",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs",3,de,25,13,,20,0,0,14,114,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"bewerbung geringfügige beschäftigung vorlage",,"pic,also_asks,related_search,snip_breadcrumbs",4,de,19,13,0,10,0,0,20,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbung geringfügige beschäftigung muster",,"pic,related_search,also_asks,snip_breadcrumbs",4,de,27,13,0,10,0,0,10,156000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf soft skills vorlage",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",4,de,10,13,0,10,0,0,6,87200,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"starke kommunikationsfähigkeit",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs",2,de,12,13,0,10,0,0,5,629000,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/kommunikationsfaehigkeit-im-lebenslauf/
"lebenslauf grundschule weglassen",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs",3,de,6,13,0,10,0,0,0,4640,https://www.onlinelebenslauf.com/ausbildung-im-lebenslauf/
"lebenslauf aushilfe vorlage",,"also_asks,pic,related_search,snip_breadcrumbs",3,de,N/A,13,0,10,0,0,18,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"besondere fähigkeiten im lebenslauf",,"related_search,ai_overview,also_asks,snip_breadcrumbs",4,de,10,13,0,10,0,0,71,342000,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"lebenslauf vorlagen schüler",,"pic,related_search,snip_breadcrumbs",3,de,44,14,,12100,90,11.385967,56,36,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"lebenslauf schreiben",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs",2,en,62,14,-3,12100,90,30.571679,60,129,https://www.onlinelebenslauf.com/
"moderne lebensläufe",,"also_asks,video,related_search,pic,snip_breadcrumbs",2,de,31,14,2,3600,26,0.879771,97,80,https://www.onlinelebenslauf.com/
"europass lebenslauf",,"also_asks,pic,related_search,snip_breadcrumbs",2,de,31,14,-6,2900,21,0.738976,49,108,https://www.onlinelebenslauf.com/europass-cv/
"lebenslauf erstellen xing",,"related_search,snip_breadcrumbs",3,de,26,14,,2400,17,50.990167,57,63,https://www.onlinelebenslauf.com/
"beispiele motivationsschreiben",,"pic,also_asks,related_search,snip_breadcrumbs",2,de,39,14,0,1900,14,0.128203,5,90,https://www.onlinelebenslauf.com/motivationsschreiben/
"lebenslauf modern",,"also_asks,pic,related_search,snip_breadcrumbs",2,de,31,14,0,1900,14,48.671684,97,90,https://www.onlinelebenslauf.com/
"lebenslauf professionell",,"also_asks,pic,ai_overview,related_search,snip_breadcrumbs",2,de,29,14,-6,1900,14,1.319323,96,134,https://www.onlinelebenslauf.com/
"lebenslauf beispiele schüler",,"pic,also_asks,related_search,snip_breadcrumbs",3,de,44,14,,1300,9,0.24527,45,90,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"bewerbung für minijob vorlage",,"ai_overview,pic,related_search,also_asks,snip_breadcrumbs",4,de,22,14,0,1000,7,0.263531,12,453000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"anlagen zur bewerbung",,"video,ai_overview,related_search,also_asks,snip_breadcrumbs",3,de,19,14,,880,6,0.040992,3,122,https://www.onlinelebenslauf.com/bewerbungsmappe-aufbau/
"europass resume format",,"pic,also_asks,related_search,snip_breadcrumbs",3,fr,26,14,0,880,6,0.534435,41,799000,https://www.onlinelebenslauf.com/europass-cv/
"cv auf englisch vorlage",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",4,de,36,14,-3,880,6,0.632796,72,90,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"layout motivationsschreiben",,"pic,video,also_asks,related_search,snip_breadcrumbs",2,de,32,14,0,590,4,0.458178,6,80,https://www.onlinelebenslauf.com/motivationsschreiben/
"motivationsschreiben layout",,"related_search,also_asks,pic,snip_breadcrumbs",2,de,32,14,,590,4,0.458178,6,90,https://www.onlinelebenslauf.com/motivationsschreiben/
"minijob bewerbung muster",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs",3,lt,22,14,,480,3,0.153677,3,106,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf schüler schreiben",,"also_asks,pic,related_search,snip_breadcrumbs",3,de,35,14,-5,480,3,10.723179,27,90,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"bewerbung minijob muster pdf",,"pic,also_asks,related_search,snip_breadcrumbs",4,de,25,14,,480,3,0.251789,10,72,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbung für minijob muster",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",4,de,29,14,-2,480,3,0.34478,8,101,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbung für minijob schreiben",,"also_asks,related_search,pic,snip_breadcrumbs",4,de,21,14,0,390,2,5.924582,9,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbung anschreiben minijob",,"pic,related_search,ai_overview,also_asks,snip_breadcrumbs",3,de,21,14,2,390,2,0.168651,14,106,https://www.onlinelebenslauf.com/bewerbung-minijob/
"minijob bewerbung anschreiben",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs",3,de,21,14,,390,2,0.15928,14,104,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbung für einen minijob schreiben",,"related_search,also_asks,ai_overview,pic,video,snip_breadcrumbs",5,de,28,14,,390,2,0.168651,14,107,https://www.onlinelebenslauf.com/bewerbung-minijob/
"word layout lebenslauf",,"related_search,also_asks,pic,snip_breadcrumbs",3,de,24,14,,320,2,0.828689,82,90,https://www.onlinelebenslauf.com/lebenslaufvorlage-word/
"nebenjob bewerbung",,"related_search,pic,also_asks,snip_breadcrumbs",2,zu,15,14,,320,2,0.16748,11,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf in tabellarischer form",,"ai_overview,video,pic,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",4,de,44,14,,320,2,0.636606,25,120,https://www.onlinelebenslauf.com/tabellarischer-lebenslauf-vorlage/
"muster kurzbewerbung minijob",,"pic,also_asks,related_search,snip_breadcrumbs",3,de,26,14,0,260,1,0,1,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"gute hobbys im lebenslauf",,"ai_overview,also_asks,pic,related_search,snip_breadcrumbs",4,de,27,14,0,210,1,0.064728,15,932000,https://www.onlinelebenslauf.com/hobbys-im-lebenslauf/
"lebenslauf pc kenntnisse",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,de,29,14,-8,210,1,0.185479,3,111,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/computerkenntnisse-im-lebenslauf/
"kenntnisse und fähigkeiten lebenslauf",,"also_asks,a_box_fsnippet,pic,related_search,snip_breadcrumbs",4,de,28,14,0,210,1,0.067894,9,90,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"anschreiben bewerbung erster satz",,"ai_overview,also_asks,related_search,snip_breadcrumbs",4,de,32,14,,170,1,0.034601,12,121,https://www.onlinelebenslauf.com/einleitungssatz-bewerbung/
"englische lebenslauf muster",,"video,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,de,40,14,0,170,1,26.961764,69,80,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"leerer lebenslauf",,"pic,video,related_search,also_asks,snip_breadcrumbs",2,de,3,14,0,170,1,0.394604,17,80,https://www.onlinelebenslauf.com/
"zeilenabstand lebenslauf",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",2,de,18,14,,170,1,0,2,97,https://www.onlinelebenslauf.com/lebenslauf-format/
"lebenslauf schulabschluss",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",2,de,15,14,0,170,1,0.324751,11,2290000,https://www.onlinelebenslauf.com/ausbildung-im-lebenslauf/
"lebenslauf muster auf englisch",,"related_search,also_asks,pic,snip_breadcrumbs",4,de,36,14,0,170,1,0.625017,69,90,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"nebenjob anschreiben",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",2,de,15,14,0,140,1,0.272028,22,683000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf für ferienjob",,"pic,ai_overview,related_search,also_asks,video,snip_breadcrumbs",3,de,16,14,0,140,1,0.317966,20,1020000,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"motivationsschreiben kurz",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs",2,de,37,14,0,140,1,0,3,688000,https://www.onlinelebenslauf.com/motivationsschreiben/
"curriculum vitae site",,"also_asks,pic,related_search,snip_breadcrumbs",3,en,40,14,0,140,1,48.037055,41,75600000,https://www.onlinelebenslauf.com/
"anschreiben bewerbung erstellen",,"related_search,pic,snip_breadcrumbs",3,de,47,14,0,140,1,0.807122,85,2770000,https://www.onlinelebenslauf.com/anschreiben-verfassen/
"bewerbungsschreiben minijob vorlage",,"pic,also_asks,related_search,snip_breadcrumbs",3,de,19,14,0,140,1,0.269634,29,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbungsschreiben nebenjob",,"also_asks,related_search,pic,snip_breadcrumbs",2,de,15,14,0,110,0,0.254527,23,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbung für nebenjob vorlage",,"pic,related_search,also_asks,snip_breadcrumbs",4,de,15,14,0,110,0,16.99286,10,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbung lebenslauf praktikum",,"also_asks,video,pic,related_search,snip_breadcrumbs",3,de,23,14,0,110,0,13.277562,30,80,https://www.onlinelebenslauf.com/lebenslauf-fuers-praktikum-schreiben/
"bewerbung für praktikum lebenslauf",,"video,also_asks,related_search,pic,snip_breadcrumbs",4,de,N/A,14,0,110,0,10.599429,32,80,https://www.onlinelebenslauf.com/lebenslauf-fuers-praktikum-schreiben/
"europass cv download",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",3,sv,8,14,0,110,0,0.391795,39,729000,https://www.onlinelebenslauf.com/europass-cv/
"cv vorlage englisch word",,"pic,related_search,snip_breadcrumbs,snip_image_thumbnail",4,de,32,14,0,90,0,25.89,63,45300,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"bewerbungsschreiben europass",,"related_search,also_asks,kn_graph_card,snip_breadcrumbs,snip_image_thumbnail",2,de,11,14,0,90,0,19.43825,22,100,https://www.onlinelebenslauf.com/europass-cv/
"lebenslauf gestalten kreativ",,"ai_overview,pic,related_search,snip_breadcrumbs",3,de,21,14,0,90,0,1.134351,96,245000,https://www.onlinelebenslauf.com/
"kenntnisse beispiele",,"ai_overview,related_search,pic,also_asks,snip_breadcrumbs",2,de,28,14,,70,0,0,1,121,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"motivationsschreiben job muster",,"pic,also_asks,related_search,video,snip_breadcrumbs",3,de,32,14,0,70,0,0,9,80,https://www.onlinelebenslauf.com/motivationsschreiben/
"lebenslauf online gratis",,"related_search,snip_breadcrumbs",3,de,40,14,0,70,0,1.271,86,2190000,https://www.onlinelebenslauf.com/
"berufsausbildung im lebenslauf",,"pic,also_asks,ai_overview,related_search,snip_breadcrumbs",3,de,12,14,0,70,0,15.246571,20,4900000,https://www.onlinelebenslauf.com/ausbildung-im-lebenslauf/
"lebenslauf vorlage einfach kostenlos",,"pic,related_search,also_asks,snip_breadcrumbs",4,de,63,14,0,50,0,0.62856,50,90,https://www.onlinelebenslauf.com/
"simpler lebenslauf",,"related_search,pic,snip_breadcrumbs",2,de,43,14,0,50,0,1.182337,53,90,https://www.onlinelebenslauf.com/
"lebenslauf schreiben online kostenlos",,"ai_overview,related_search,also_asks,snip_breadcrumbs",4,de,40,14,0,50,0,1.686281,92,8940000,https://www.onlinelebenslauf.com/
"motivationsschreiben template",,"pic,related_search,snip_breadcrumbs",2,de,32,14,0,50,0,0.425784,36,90,https://www.onlinelebenslauf.com/motivationsschreiben/
"motivationsbrief muster",,"related_search,also_asks,pic,snip_breadcrumbs",2,en,42,14,0,50,0,0.142238,12,90,https://www.onlinelebenslauf.com/motivationsschreiben/
"microsoft office kenntnisse lebenslauf",,"also_asks,pic,ai_overview,related_search,snip_breadcrumbs",4,de,25,14,0,50,0,0,0,799000,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/computerkenntnisse-im-lebenslauf/
"lebenslauf jobbeschreibung",,"related_search,ai_overview,also_asks,pic,snip_breadcrumbs",2,de,14,14,0,40,0,0,22,283000,https://www.onlinelebenslauf.com/beruflicher-werdegang-im-lebenslauf/
"wie schreibt man eine bewerbung für einen minijob",,"pic,related_search,also_asks,ai_overview,video,snip_breadcrumbs",8,de,28,14,0,40,0,0.04735,19,6740000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"model cv european",,"also_asks,related_search,video,pic,snip_breadcrumbs",3,it,3,14,,40,0,0.590791,55,80,https://www.onlinelebenslauf.com/europass-cv/
"wie beginne ich ein motivationsschreiben",,"also_asks,related_search,ai_overview,pic,snip_breadcrumbs",5,de,26,14,,40,0,0.03454,34,124,https://www.onlinelebenslauf.com/motivationsschreiben/
"lebenslauf online erstellen gratis",,"also_asks,ai_overview,related_search,snip_breadcrumbs",4,de,38,14,0,40,0,2.3674661322145,84,499000,https://www.onlinelebenslauf.com/
"lebenslauf online xing",,"related_search,snip_breadcrumbs",3,de,29,14,0,40,0,1.246563,63,90,https://www.onlinelebenslauf.com/
"cv kurzprofil",,"related_search,also_asks,video,ai_overview,pic,snip_breadcrumbs",2,de,27,14,0,30,0,0.250292,16,12700,https://www.onlinelebenslauf.com/kurzprofil-im-lebenslauf/
"chronologisch aufsteigend",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",2,de,N/A,14,0,30,0,0,0,16600,https://www.onlinelebenslauf.com/chronologischen-lebenslauf/
"bewerbung besondere fähigkeiten",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",3,de,25,14,0,30,0,0,10,1210000,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"bewerbung 450 euro job muster",,"pic,related_search,also_asks,ai_overview,snip_breadcrumbs",5,de,27,14,0,30,0,0,0,105000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"einen lebenslauf erstellen",,"also_asks,related_search,pic,snip_breadcrumbs",3,de,49,14,0,30,0,0.739274,81,90,https://www.onlinelebenslauf.com/
"gestaltung motivationsschreiben",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",2,de,37,14,0,30,0,0.631567,26,972000,https://www.onlinelebenslauf.com/motivationsschreiben/
"bewerbung als minijobber",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs",3,de,26,14,,30,0,0.325373,31,107,https://www.onlinelebenslauf.com/bewerbung-minijob/
"profilbeschreibung lebenslauf",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs",2,de,27,14,0,30,0,0,9,5340,https://www.onlinelebenslauf.com/kurzprofil-im-lebenslauf/
"lebenslauf vorlage selbst erstellen",,"ai_overview,video,related_search,snip_breadcrumbs",4,de,N/A,14,0,20,0,2.66,98,3000000,https://www.onlinelebenslauf.com/
"vorlage motivationsschreiben bewerbung",,"related_search,also_asks,pic,snip_breadcrumbs",3,de,32,14,0,20,0,12.576298,44,90,https://www.onlinelebenslauf.com/motivationsschreiben/
"lebenslauf vorlage handy",,"related_search,pic,also_asks,snip_breadcrumbs",3,de,24,14,0,20,0,0,62,90,https://www.onlinelebenslauf.com/
"wie gestalte ich meinen lebenslauf",,"also_asks,ai_overview,video,related_search,pic,snip_breadcrumbs",5,de,26,14,0,20,0,0.598699,81,80,https://www.onlinelebenslauf.com/
"minijob bewerbung beispiel",,"also_asks,related_search,pic,snip_breadcrumbs",3,de,28,14,0,20,0,0,6,90,https://www.onlinelebenslauf.com/bewerbung-minijob/
"ausbildung in lebenslauf",,"related_search,also_asks,pic,snip_breadcrumbs",3,de,12,14,0,20,0,0,5,16900000,https://www.onlinelebenslauf.com/ausbildung-im-lebenslauf/
"cv lebenslauf englisch vorlage",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",4,de,36,14,0,20,0,0,20,90,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"bewerbungen online gestalten",,"ai_overview,related_search,pic,snip_breadcrumbs",3,de,33,14,0,20,0,1.695212,93,8070000,https://www.onlinelebenslauf.com/
"muster lebenslauf praktikum schüler",,"related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail",4,de,34,14,0,20,0,0.322488,67,90,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"lebenslauf profil vorlage",,"also_asks,related_search,pic,snip_breadcrumbs",3,de,29,14,0,20,0,0.243987,81,90,https://www.onlinelebenslauf.com/
"lebenslauf professionell gestalten",,"also_asks,video,related_search,snip_breadcrumbs,snip_image_thumbnail",3,de,40,14,0,10,0,1.53,88,90,https://www.onlinelebenslauf.com/
"ich bewerbe mich um ein praktikum",,"related_search,pic,video,also_asks,ai_overview,snip_breadcrumbs",6,de,36,14,0,10,0,0,0,96100,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
