"Ключевые фразы",Топонимы,"Специальные элементы в выдаче","Количество слов в ключевике",Сложность,Позиция,"Динамика изменения позиции",Частотность,Трафик,Стоимость,"Конкуренция в PPC, %",Результатов,URL
"technik turbin wiatrowych",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,10,14,0,320,2,5.816457,20,29500,https://resumaker.pl/przykładowe-cv/technik-turbin-wiatrowych/
"cv maker online",,"related_search,snip_breadcrumbs",3,N/A,14,-4,320,2,47.947272,39,90,https://resumaker.pl/
"cv ksiegowa",,"pic,related_search,also_asks,snip_breadcrumbs",2,11,14,0,260,1,0.178017,20,90,https://resumaker.pl/przykładowe-cv/ksiegowy-pierwszego-stopnia/
"inżynier spawalnik",,"ai_overview,related_search,also_asks,snip_breadcrumbs",2,5,14,0,260,1,0.026854,1,32400,https://resumaker.pl/przykładowe-cv/inzynier-spawalnik/
"strona do cv",,"related_search,also_asks,snip_breadcrumbs",3,51,14,-4,210,1,0.64,69,100,https://resumaker.pl/
"kierowca taksowki",,"ai_overview,related_search,also_asks,snip_breadcrumbs",2,7,14,0,210,1,0.349406,7,1010000,https://resumaker.pl/przykładowe-cv/kierowca-taksowki/
"strona do tworzenia cv",,"related_search,snip_breadcrumbs",4,47,14,0,170,1,28.556556,56,1330000,https://resumaker.pl/
"cv tłumaczenie",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",2,7,14,0,170,1,0.440176,9,779000,https://resumaker.pl/przykładowe-cv/tłumacz/
"jak cofnąć subskrypcje",,"pic,video,also_asks,ai_overview,related_search,snip_breadcrumbs",3,10,14,0,140,1,0,0,19200,https://resumaker.pl/anuluj-subskrypcje/
"cv prawnik",,"pic,also_asks,related_search,snip_breadcrumbs",2,5,14,0,140,1,0.212743,12,90,https://resumaker.pl/przykładowe-cv/doświadczony-prawnik/
"dyrektor operacyjny zakres obowiązków",,"also_asks,ai_overview,related_search,snip_breadcrumbs",4,7,14,0,140,1,0.01,4,274000,https://resumaker.pl/przykładowe-cv/dyrektor-operacyjny/
"cv project manager",,"pic,ai_overview,also_asks,snip_breadcrumbs",3,5,14,0,110,0,0.201479,35,229000000,https://resumaker.pl/przykładowe-cv/kierownik-projektu-cyfrowego/
"technik farmaceutyczny stażysta",,"ai_overview,also_asks,related_search,snip_breadcrumbs",3,N/A,14,0,110,0,0.026649,5,19200,https://resumaker.pl/przykładowe-cv/technik-farmacji---stażysta/
"darmowe cv online",,"related_search,also_asks,snip_breadcrumbs",3,44,14,0,110,0,25.59325,49,914000,https://resumaker.pl/
"cv za darmo online",,"related_search,also_asks,snip_breadcrumbs",4,46,14,0,110,0,0.54389,72,100,https://resumaker.pl/
"program do cv za darmo",,"related_search,ai_overview,video,also_asks,snip_breadcrumbs",5,36,14,0,90,0,0.869797,75,825000,https://resumaker.pl/
"pielęgniarka onkologiczna",,"related_search,also_asks,a_box_fsnippet,snip_breadcrumbs",2,2,14,0,70,0,0,0,100,https://resumaker.pl/przykładowe-cv/pielegniarka-onkologiczna/
"cv pilkarskie",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",2,N/A,14,0,70,0,0.235763,20,90,https://resumaker.pl/przykładowe-cv/trener-piłki-nożnej/
"cv translator",,"related_search,also_asks,snip_breadcrumbs",2,N/A,14,0,70,0,0.410821,45,98,https://resumaker.pl/przykładowe-cv/tłumacz/
"darmowa strona do cv",,"related_search,also_asks,ai_overview,snip_breadcrumbs",4,57,14,0,70,0,0.604493,72,542000,https://resumaker.pl/
"cv pielęgniarki przykład",,"also_asks,pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,16,14,0,70,0,0.08801,53,90,https://resumaker.pl/przykładowe-cv/pielegniarka-zdrowia-publicznego/
"obowiazki kierownika sklepu",,"also_asks,ai_overview,related_search,snip_breadcrumbs",3,5,14,0,50,0,0,0,95,https://resumaker.pl/przykładowe-cv/kierownik-sklepu/
"szablon do cv za darmo",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",5,42,14,0,50,0,0.50969,53,47200,https://resumaker.pl/
"stworz cv online",,"also_asks,related_search,snip_breadcrumbs",3,50,14,-3,50,0,0.791472,73,100,https://resumaker.pl/
"podanie o prace wzór sprzątaczka",,"pic,also_asks,related_search,snip_breadcrumbs",5,10,14,0,50,0,4.001709,11,72,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-domu/
"koordynator ds administracji",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,N/A,14,0,50,0,0,1,1580000,https://resumaker.pl/przykładowe-list-motywacyjny/koordynator-administracyjny/
"cv kierowca zawodowy",,"ai_overview,related_search,pic,also_asks,snip_breadcrumbs",3,8,14,0,50,0,0.141522,45,163000,https://resumaker.pl/przykładowe-cv/kierowca-zawodowy/
"darmowa strona do tworzenia cv",,"also_asks,ai_overview,related_search,snip_breadcrumbs",5,48,14,-2,50,0,0.781673,66,115,https://resumaker.pl/
"cv po polsku szablon",,"related_search,pic,snip_breadcrumbs",4,54,14,0,50,0,0.229209,63,90,https://resumaker.pl/
"zastepca dyrektora",,"related_search,ai_overview,also_asks,pic,snip_breadcrumbs",2,2,14,,40,0,0,0,107,https://resumaker.pl/przykładowe-cv/wicedyrektor/
"napisz cv online",,"pic,related_search,snip_breadcrumbs",3,50,14,0,40,0,31.126677,77,1150000,https://resumaker.pl/
"edukator diabetologiczny praca",,"related_search,also_asks,snip_breadcrumbs",3,N/A,14,0,40,0,0,2,80,https://resumaker.pl/przykładowe-cv/edukator-ds-cukrzycy/
"przykładowe cv księgowa",,"pic,also_asks,related_search,snip_breadcrumbs",3,11,14,0,40,0,0.18338706016428,29,90,https://resumaker.pl/przykładowe-cv/głowny-ksiegowy/
"kierowca samochodu dostawczego zakres obowiązków",,"ai_overview,also_asks,related_search,snip_breadcrumbs",5,4,14,-2,40,0,0,0,103,https://resumaker.pl/przykładowe-cv/kierowca-samochodu-dostawczego/
"magazynier cv",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",2,5,14,0,40,0,0.17,36,987000,https://resumaker.pl/przykładowe-cv/magazynier-selekcjoner/
"koordynator lotów",,"ai_overview,also_asks,related_search,snip_breadcrumbs",2,N/A,14,0,40,0,0,2,459000,https://resumaker.pl/przykładowe-cv/koordynator-lotow/
"cv kelnerka bez doświadczenia",,"related_search,also_asks,pic,ai_overview,snip_breadcrumbs,snip_image_thumbnail",4,14,14,0,40,0,0.088064,26,124000,https://resumaker.pl/przykładowe-cv/kelnerka/
"graficzne cv",,"also_asks,pic,related_search,snip_breadcrumbs",2,9,14,0,40,0,17.7489,47,90,https://resumaker.pl/przykładowe-cv/doświadczony-projektant-graficzny/
"sprawdzanie cv",,"also_asks,pic,related_search,snip_breadcrumbs",2,N/A,14,0,40,0,0.203637,69,1130000,https://resumaker.pl/
"list motywacyjny do biblioteki",,"also_asks,pic,related_search,snip_breadcrumbs",4,2,14,0,40,0,1.7316,15,90,https://resumaker.pl/przykładowe-cv/dyrektor-biblioteki/
"cv wzór do wypełnienia za darmo",,"related_search,pic,also_asks,snip_breadcrumbs",6,43,14,0,40,0,0.355369,25,90,https://resumaker.pl/
"specjalista ds planowania",,"ai_overview,related_search,also_asks,snip_breadcrumbs",3,2,14,0,40,0,0.019068,7,1030000,https://resumaker.pl/przykładowe-cv/specjalista-ds-planowania/
"inzynier chemii",,"related_search,also_asks,ai_overview,snip_breadcrumbs",2,N/A,14,0,40,0,0,2,754000,https://resumaker.pl/przykładowe-cv/inżynier-chemik/
"cv kelner bez doświadczenia",,"related_search,ai_overview,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",4,13,14,0,40,0,0.088325466344884,26,166000,https://resumaker.pl/przykładowe-cv/kelnerka/
"próbka pracy",,"pic,related_search,also_asks,ai_overview,snip_breadcrumbs",2,3,14,0,30,0,0,2,17900000,https://resumaker.pl/przykładowe-cv/pobierajacy/
"program cv za darmo",,"related_search,also_asks,video,ai_overview,snip_breadcrumbs",4,36,14,0,30,0,0.70894,84,817000,https://resumaker.pl/
"list motywacyjny na stanowisko nauczyciela",,"related_search,also_asks,pic,ai_overview,snip_breadcrumbs",5,11,14,0,30,0,0.03,36,131000,https://resumaker.pl/przykładowe-list-motywacyjny/nauczyciel-przedszkola/
"kelner cv",,"pic,related_search,also_asks,ai_overview,snip_breadcrumbs",2,13,14,0,30,0,0,20,803000,https://resumaker.pl/przykładowe-cv/kelnerzy/
"cv bez doświadczenia do sklepu",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs,snip_image_thumbnail",5,N/A,14,0,30,0,0,29,2740000,https://resumaker.pl/przykładowe-cv/pracownik-sklepu/
"przykładowe cv pielęgniarki",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",3,N/A,14,0,30,0,0.138161,40,4060,https://resumaker.pl/przykładowe-cv/pielęgniarka-środowiskowa/
"przedstawiciel handlowy farmaceutyczny",,"related_search,also_asks,ai_overview,snip_breadcrumbs",3,5,14,0,30,0,0.232515,32,89900,https://resumaker.pl/przykładowe-cv/pharmaceutical-sales-representative/
"pobierz cv za darmo",,"also_asks,related_search,pic,snip_breadcrumbs",4,45,14,0,30,0,0.16,76,90,https://resumaker.pl/
"cv pracownika biurowego",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",3,8,14,0,30,0,0.236397,38,1050000,https://resumaker.pl/przykładowe-cv/kontrachent/
"list motywacyjny do urzędu gminy wzór",,"related_search,also_asks,pic,snip_breadcrumbs",6,19,14,0,20,0,0.07,18,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"specjalista do spraw kluczowych klientów",,"also_asks,ai_overview,related_search,snip_breadcrumbs",5,N/A,14,0,20,0,0,3,1210000,https://resumaker.pl/przykładowe-cv/specjalista-ds-kluczowych-klientow/
"podanie o prace szpital",,"related_search,also_asks,pic,snip_breadcrumbs",4,8,14,,20,0,0,0,81,https://resumaker.pl/przykładowe-list-motywacyjny/szpitalnik/
"list motywacyjny do firmy",,"pic,also_asks,related_search,snip_breadcrumbs",4,41,14,0,20,0,0.15062,29,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-fabryki/
"cv maker jak odzyskać pieniądze",,"related_search,also_asks,ai_overview,snip_breadcrumbs",5,N/A,14,0,20,0,0,9,4710,https://resumaker.pl/
"przykładowe cv architekta",,"related_search,pic,also_asks,snip_breadcrumbs",3,N/A,14,-6,20,0,0,14,27,https://resumaker.pl/przykładowe-cv/architekt/
"najlepsze cv wzór",,"related_search,also_asks,pic,ai_overview,video,snip_breadcrumbs",3,44,14,0,20,0,0.422309,87,534000,https://resumaker.pl/
"paypal płatności cykliczne",,"ai_overview,also_asks,pic,video,related_search,snip_breadcrumbs",3,5,14,0,20,0,0,11,400000,https://resumaker.pl/anuluj-subskrypcje/
"pracownik budowlany opis stanowiska",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs",4,8,14,0,20,0,0,0,923000,https://resumaker.pl/przykładowe-cv/robotnik-budowlany/
"inżynier górnictwa praca",,"also_asks,snip_breadcrumbs",3,2,14,0,20,0,0,4,100,https://resumaker.pl/przykładowe-cv/inzynier-gorniczy/
"cv na przedstawiciela handlowego",,"also_asks,related_search,pic,snip_breadcrumbs",4,6,14,0,20,0,0.187928,58,90,https://resumaker.pl/przykładowe-cv/sprzedaż-rep/
"kierownik regionalny tatuum",,"also_asks,pic,snip_breadcrumbs",3,N/A,14,,20,0,0,2,90,https://resumaker.pl/przykładowe-cv/kierownik-regionalny/
"list motywacyjny do służby cywilnej",,"pic,related_search,also_asks,ai_overview,snip_breadcrumbs",5,10,14,0,20,0,1.928922,35,60200,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"zrób swoje cv za darmo",,"also_asks,related_search,ai_overview,snip_breadcrumbs",5,N/A,14,0,20,0,0.338133,76,714000,https://resumaker.pl/
"czy cv maker jest darmowy",,"also_asks,related_search,ads_bot,ai_overview,snip_breadcrumbs",5,N/A,14,0,20,0,0.45204,63,203000,https://resumaker.pl/
"tester manualny wymagania",,"also_asks,related_search,a_box_fsnippet,snip_breadcrumbs",3,N/A,14,0,20,0,0.079536,60,100,https://resumaker.pl/przykładowe-cv/tester-manualny/
"dyrektor administracji",,"also_asks,related_search,snip_breadcrumbs",2,N/A,14,0,20,0,0.011864,9,100,https://resumaker.pl/przykładowe-cv/dyrektor-administracyjny/
"profesjonalne szablony cv",,"pic,also_asks,related_search,snip_breadcrumbs",3,43,14,0,20,0,0.299349,99,90,https://resumaker.pl/
"kierownik floty samochodowej",,"ai_overview,also_asks,snip_breadcrumbs",3,N/A,14,,20,0,0.01,27,111,https://resumaker.pl/przykładowe-cv/kierownik-floty/
"wzory cv pielęgniarki",,"related_search,ai_overview,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,16,14,0,20,0,0.192019,91,13800,https://resumaker.pl/przykładowe-cv/pielegniarka-na-etacie/
"cv kreator za darmo bez logowania",,"ai_overview,also_asks,related_search,snip_breadcrumbs",6,N/A,14,0,20,0,0.244546,74,4890,https://resumaker.pl/
"asystentka dyrektora obowiązki",,"ai_overview,also_asks,related_search,snip_breadcrumbs",3,N/A,14,0,20,0,0,1,1010000,https://resumaker.pl/przykładowe-cv/asystent-dyrektora/
"pobierz wzór cv",,"related_search,pic,also_asks,snip_breadcrumbs",3,55,14,0,20,0,0.32,63,90,https://resumaker.pl/
"pielęgniarka onkologiczna obowiązki",,"ai_overview,related_search,also_asks,snip_breadcrumbs",3,1,14,0,20,0,0,0,180,https://resumaker.pl/przykładowe-cv/pielegniarka-onkologiczna/
"wzory gotowe cv",,"pic,related_search,snip_breadcrumbs",3,43,14,0,20,0,0.18,99,90,https://resumaker.pl/
"przykład listu do nauczyciela",,"pic,also_asks,related_search,snip_breadcrumbs",4,5,14,0,10,0,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/pomocnik-nauczyciela/
"kreator cv po angielsku darmowy",,"related_search,also_asks,pic,ai_overview,snip_breadcrumbs",5,21,14,0,10,0,0,71,63000,https://resumaker.pl/
"cv dla prawnika",,"also_asks,pic,related_search,snip_breadcrumbs",3,N/A,14,0,10,0,0,10,90,https://resumaker.pl/przykładowe-cv/doświadczony-prawnik/
"przykładowe cv wzór księgowa",,"pic,related_search,also_asks,snip_breadcrumbs",4,10,14,0,10,0,0,77,49200,https://resumaker.pl/przykładowe-cv/księgowa/
"zainteresowania do cv sprzedawca",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs",4,16,14,0,10,0,0,13,17300,https://resumaker.pl/przykładowe-cv/sprzedawca-czesci/
"cv wzór sprzedawca kasjer",,"also_asks,related_search,pic,snip_breadcrumbs",4,N/A,14,0,10,0,0,0,89,https://resumaker.pl/przykładowe-cv/płyta/
"zainteresowania w cv praca biurowa",,"related_search,ai_overview,also_asks,pic,snip_breadcrumbs",5,10,14,0,10,0,0,2,39100,https://resumaker.pl/przykładowe-cv/administracja-kancelaria/
"wzór aplikacji dla marynarzy",,"related_search,pic,snip_breadcrumbs",4,1,14,0,10,0,0,0,5590,https://resumaker.pl/przykładowe-cv/marine/
"praca dla pilota śmigłowca",,"related_search,also_asks,snip_breadcrumbs",4,5,14,0,10,0,0,5,24300,https://resumaker.pl/przykładowe-list-motywacyjny/pilot-smigłowca/
"pracownik cywilny w służbie więziennej",,"also_asks,related_search,snip_breadcrumbs",5,1,14,0,10,0,0,0,31,https://resumaker.pl/przykładowe-cv/pracownik-słuzby-wieziennej/
"cv wzór księgowa",,"also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,10,14,0,10,0,10.839143,38,13400,https://resumaker.pl/przykładowe-cv/ksiegowy-pierwszego-stopnia/
"asystent księgowego obowiązki",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,2,14,0,10,0,0,14,263000,https://resumaker.pl/przykładowe-cv/księgowy---asystent/
"podanie o pracę nauczyciel wspomagający",,"related_search,ai_overview,pic,snip_breadcrumbs",5,13,14,0,10,0,0,0,6530,https://resumaker.pl/przykładowe-list-motywacyjny/nauczyciel-edukacji-specjalnej/
"jak napisać list oficjalny do dyrektora szkoły",,"also_asks,related_search,pic,snip_breadcrumbs",7,3,14,0,10,0,0,0,20800,https://resumaker.pl/przykładowe-list-motywacyjny/dyrektor-szkoły/
"na czym polega praca w pralni",,"ai_overview,pic,video,related_search,also_asks,snip_breadcrumbs",6,1,14,0,10,0,0,0,42700,https://resumaker.pl/przykładowe-cv/pomocnik-w-pralni/
"cv zrob za darmo",,"also_asks,video,related_search,snip_breadcrumbs",4,44,14,0,10,0,0.948964,78,66200,https://resumaker.pl/
"przykładowe cv po szkole średniej",,"related_search,ai_overview,pic,also_asks,snip_breadcrumbs",5,N/A,14,0,10,0,0.12,31,13800,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"pracownik linii produkcyjnej opis stanowiska",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",5,N/A,14,0,10,0,0,0,100,https://resumaker.pl/przykładowe-cv/operator-linii-produkcyjnej/
"wzór cv księgowa",,"pic,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,11,14,0,10,0,0.39,94,90,https://resumaker.pl/przykładowe-cv/głowny-ksiegowy/
"szablon listu list motywacyjny wzór",,"pic,related_search,snip_breadcrumbs",5,1,14,0,10,0,0,50,90,https://resumaker.pl/przykładowe-list-motywacyjny/wspołpracownik/
"hostessa w restauracji",,"also_asks,ai_overview,snip_breadcrumbs",3,N/A,14,0,10,0,0,6,86,https://resumaker.pl/przykładowe-cv/hostessa/
"wzór listu motywacyjnego list motywacyjny do urzędu",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs",7,N/A,14,0,10,0,0,41,16400,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"cv wzór kreator",,"related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,51,14,0,10,0,5.530188,54,39900,https://resumaker.pl/
"cv online za darmo",,"also_asks,related_search,snip_breadcrumbs",4,44,15,,720,5,20.74378,70,104,https://resumaker.pl/
"wzory cv za darmo",,"pic,also_asks,related_search,snip_breadcrumbs",4,45,15,0,590,4,0.290338,65,37000,https://resumaker.pl/
"wzor cv za darmo",,"also_asks,related_search,pic,snip_breadcrumbs",4,45,15,0,590,4,12.743341,65,324000,https://resumaker.pl/
"lingwista kto to",,"ai_overview,also_asks,related_search,snip_breadcrumbs",3,6,15,,480,3,0,0,15400,https://resumaker.pl/przykładowe-cv/lingwista/
"strony do robienia cv",,"ai_overview,pic,related_search,snip_breadcrumbs",4,N/A,15,,320,2,0.539,75,121,https://resumaker.pl/
"gotowy wzór cv",,"also_asks,pic,related_search,snip_breadcrumbs",3,52,15,0,320,2,10.335092,95,90,https://resumaker.pl/
"cv its",,"pic,video,also_asks,related_search,snip_breadcrumbs",2,N/A,15,0,260,1,0.262493,44,80,https://resumaker.pl/przykładowe-cv/specjalista-it/
"korepetytor po angielsku",,"also_asks,related_search,snip_breadcrumbs",3,2,15,0,260,1,31.841991,11,100,https://resumaker.pl/przykładowe-cv/english-tutor/
"dyrektor kreatywny",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs",2,4,15,,260,1,0,1,85,https://resumaker.pl/przykładowe-cv/dyrektor-kreatywny/
"gotowe szablony cv",,"related_search,also_asks,pic,snip_breadcrumbs",3,43,15,0,210,1,0.319924,70,90,https://resumaker.pl/
"gotowy szablon cv",,"also_asks,pic,related_search,snip_breadcrumbs",3,N/A,15,0,210,1,14.0597,70,90,https://resumaker.pl/
"cv jak napisac wzory",,"also_asks,pic,video,ai_overview,related_search,snip_breadcrumbs",4,39,15,0,210,1,0.150643,94,638000,https://resumaker.pl/
"jak złożyć cv",,"ai_overview,pic,also_asks,related_search,video,snip_breadcrumbs",3,46,15,0,170,1,9.902171,50,1540000,https://resumaker.pl/
"edycja cv",,"also_asks,related_search,snip_breadcrumbs",2,47,15,0,170,1,0.685676,80,100,https://resumaker.pl/
"administrator exchange",,"related_search,video,snip_breadcrumbs",2,N/A,15,0,140,1,0,1,318000000,https://resumaker.pl/przykładowe-cv/administrator-microsoft-exchange/
"cv kucharza",,"also_asks,pic,related_search,snip_breadcrumbs",2,9,15,0,140,1,0.17037,32,90,https://resumaker.pl/przykładowe-cv/kucharz-do-obsługi-zamowien-krotkich/
"list szablon",,"related_search,pic,also_asks,snip_breadcrumbs",2,8,15,0,110,0,0,0,90,https://resumaker.pl/aplikacja/tworzenie/letter/szablony/
"elektryk przemysłowy",,"related_search,ai_overview,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,2,15,0,110,0,0.037645,13,343000,https://resumaker.pl/przykładowe-cv/elektryk-przemysłowy/
"grafik koncepcyjny",,"kn_graph_card,related_search,ai_overview,also_asks,snip_breadcrumbs",2,1,15,0,90,0,0,0,209000,https://resumaker.pl/przykładowe-cv/artysta-koncepcyjny/
"jak napisać podanie o pracę w szkole jako sprzątaczka",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",9,10,15,0,90,0,0,3,4440,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-ogolny/
"cv kelner",,"also_asks,pic,related_search,snip_breadcrumbs",2,13,15,0,90,0,0.134065,13,72,https://resumaker.pl/przykładowe-cv/kelnerzy/
"darmowy kreator cv po angielsku",,"also_asks,ai_overview,related_search,snip_breadcrumbs",5,29,15,0,90,0,1.03477,70,8840,https://resumaker.pl/
"digital project manager",,"also_asks,snip_breadcrumbs",3,1,15,0,70,0,0.340622,10,100,https://resumaker.pl/przykładowe-cv/kierownik-projektu-cyfrowego/
